Ticker,Revenue,Operating_Margin,Net_Margin,ROE,Total_Debt,Total_Cash,EBITDA,Interest_Expense,Net_Debt,Net_Debt_to_EBITDA,Interest_Coverage
UAL,58368999424,0.0888,0.05643,0.25588,31321999360.0,13329000448.0,8080000000.0,1402000000.0,17992998912.0,2.226856300990099,5.763195435092725
UPS,89483001856,0.10175,0.061490003,0.33618,29211000832.0,6832000000.0,11777000448.0,866000000.0,22379000832.0,1.9002292587838407,13.599307676674364
UNH,435159007232,0.03813,0.04042,0.17476,80136003584.0,30613999616.0,29241999360.0,3906000000.0,49522003968.0,1.6935231876019028,7.486430967741936
UHS,16992502784,0.11605,0.08093,0.20028,5110921216.0,112895000.0,2554619904.0,182513000.0,4998026216.0,1.956465698937888,13.99692024129788
VLTO,5452000256,0.23219,0.16746001,0.37978,2870000128.0,1775000064.0,1348000000.0,113000000.0,1095000064.0,0.812314587537092,11.929203539823009
VRSK,3029499904,0.45529,0.30418,2.68133,4888800256.0,2108600064.0,1489699968.0,124600000.0,2780200192.0,1.866281970679347,11.95585849117175
VRTX,11723299840,0.40268,0.31349,0.22307,1834800000.0,6287000064.0,4711799808.0,30600000.0,-4452200064.0,-0.9449043349508961,153.98038588235295
V,40000000000,0.6575,0.50145,0.52068,26083999744.0,18997000192.0,28028000256.0,589000000.0,7086999552.0,0.2528542702750573,47.58573897453311
VMC,7882200064,0.23622,0.14189,0.13520999,4929900032.0,191300000.0,2332199936.0,191200000.0,4738600032.0,2.031815522697965,12.197698410041841
WRB,14654011392,0.17723,0.13007,0.20887,3086693120.0,3474322944.0,2637189888.0,126907000.0,-387629824.0,-0.146985935963061,20.780491919279473
GWW,17749999616,0.15180999,0.09746,0.46719003,2720000000.0,535000000.0,2976999936.0,77000000.0,2185000000.0,0.7339603785601156,38.66233683116883
WMT,693152972800,0.04389,0.03079,0.23375,66559000576.0,9431000064.0,42879000576.0,2728000000.0,57128000512.0,1.3323071840432628,15.718108715542522
DIS,94424997888,0.11868,0.13136,0.12203,45423001600.0,5695000064.0,19419000832.0,1812000000.0,39728001536.0,2.0458313936798125,10.71688787637969
WAT,3105637888,0.27392998,0.20891,0.32987,1539230976.0,459118016.0,1067278016.0,89677000.0,1080112960.0,1.0120258674943043,11.901357271095153
WST,3017900032,0.21849,0.16293,0.16945,303000000.0,628499968.0,801400000.0,3000000.0,-325499968.0,-0.4061641726977789,267.1333333333333
WTW,9806999552,0.18881,0.21576001,0.27633,5911000064.0,1924999936.0,2632000000.0,263000000.0,3986000128.0,1.5144377386018237,10.007604562737642
ZTS,9397000192,0.39333,0.28211,0.49868,7289999872.0,2084000000.0,3991000064.0,225000000.0,5205999872.0,1.304434925711893,17.737778062222223
